#	Time of Day	Thread	Module	API	Return Value	Error	Duration
1	10:30:02.226 PM	1	d3d9.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000015c		0.0000217
345	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
346	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
347	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000126
348	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
349	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
350	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
351	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000126
352	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
353	10:30:18.974 PM	1	MSVCR80.dll	CreateFileA ( "DATA\Menu\HUD\Hud1920x1080.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cf00c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000214
354	10:30:20.277 PM	1	MSVCR80.dll	CreateFileW ( "Data/loadtimings_Map12.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ceea8, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000830		0.0001735
355	10:30:20.279 PM	1	MSVCR80.dll	CreateFileA ( "Data/loadtimings_Map12_default.txt", GENERIC_READ, FILE_SHARE_READ, 0x000cf2e4, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000830		0.0001056
356	10:30:21.188 PM	1	MSVCR80.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.47/deploy/preferences/shared_ItzWarty.properties", GENERIC_READ, FILE_SHARE_READ, 0x000cd52c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000838		0.0000099
357	10:30:21.520 PM	41	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/managedfiles/0.0.0.159/DATA/Sounds/FMOD/VOBank_en_US.fsb", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000838		0.0000272
358	10:30:24.508 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cefac, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000844		0.0000088
359	10:30:24.937 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000ce564, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000864		0.0000219
360	10:30:24.937 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000ce554, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000864		0.0000860
361	10:30:24.937 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cd084, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000864		0.0000079
362	10:30:24.977 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000ce564, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000085c		0.0000255
363	10:30:24.977 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000ce554, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000085c		0.0000954
364	10:30:25.014 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cd084, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000102
365	10:30:25.083 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000421
366	10:30:25.083 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000819
367	10:30:25.083 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000152
368	10:30:25.083 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000345
369	10:30:25.083 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000149
370	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000459
371	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000135
372	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000328
373	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000135
374	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000325
375	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000132
376	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000316
377	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
378	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000328
379	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000132
380	10:30:25.084 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000717
381	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000135
382	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000351
383	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
384	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000316
385	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000132
386	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000319
387	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000167
388	10:30:25.085 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000348
389	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "DATA\Menu\HUD\Hud1920x1080.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cef94, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000117
390	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000149
391	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000377
392	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000135
393	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000331
394	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
395	10:30:25.086 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000328
396	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000255
397	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000348
398	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000132
399	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000322
400	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
401	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000316
402	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
403	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000316
404	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
405	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000316
406	10:30:25.087 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000243
407	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000325
408	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
409	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000421
410	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cefdc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000129
411	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cefcc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000328
412	10:30:25.088 PM	1	MSVCR80.dll	CreateFileA ( "DATA\Menu\HUD\Hud1920x1080.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cef94, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000086c		0.0000114
413	10:30:27.408 PM	1	MSVCR80.dll	CreateFileW ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ced28, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000710		0.0000126
414	10:30:27.409 PM	1	MSVCR80.dll	CreateFileW ( "C:/Riot Games/League of Legends/Config/Input.ini", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ced28, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000710		0.0000097
415	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000386
416	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000743
417	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000102
418	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000339
419	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000097
420	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000834		0.0000319
421	10:30:30.177 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000202
422	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000512
423	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000102
424	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000348
425	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000099
426	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000336
427	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
428	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000334
429	10:30:30.178 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000208
430	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000331
431	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
432	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
433	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
434	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
435	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
436	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
437	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
438	10:30:30.179 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000497
439	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
440	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000331
441	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
442	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
443	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000091
444	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
445	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
446	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
447	10:30:30.180 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000208
